TimeStamp,Track,DTC Footage
2021-09-01 07:15:03,2041,1843
2021-09-01 07:15:05,2041,1841
2021-09-01 07:15:07,2041,1851
2021-09-01 07:15:09,2041,1848
2021-09-01 07:15:11,2041,1845
2021-09-01 07:15:13,2041,1857
2021-09-01 07:15:15,2041,1865
2021-09-01 07:15:17,2041,1847
2021-09-01 07:15:19,2041,1845
2021-09-01 07:15:21,2041,1849
2021-09-01 07:15:23,2041,1845
2021-09-01 07:15:25,2041,1856
2021-09-01 07:15:27,2041,1846
2021-09-01 07:15:29,2041,1847
2021-09-01 07:15:31,2041,1844
2021-09-01 07:15:33,2041,1846
2021-09-01 07:15:35,2041,1865
2021-09-01 07:15:37,2041,1854
2021-09-01 07:15:39,2041,1853
2021-09-01 07:15:41,2041,1858
2021-09-01 07:15:43,2041,1851
2021-09-01 07:15:45,2041,1853
2021-09-01 07:15:47,2041,1862
2021-09-01 07:15:49,2041,1859
2021-09-01 07:15:51,2041,1857
2021-09-01 09:40:52,2041,4
2021-09-01 09:40:54,2041,9
2021-09-01 09:40:56,2041,39
2021-09-01 09:40:58,2041,74
2021-09-01 09:41:00,2041,107
2021-09-01 09:41:02,2041,142
2021-09-01 09:41:04,2041,180
2021-09-01 09:41:06,2041,209
2021-09-01 09:41:08,2041,244
2021-09-01 09:41:10,2041,271
2021-09-01 09:41:12,2041,302
2021-09-01 09:41:14,2041,338
2021-09-01 09:41:16,2041,367
2021-09-01 09:41:18,2041,399
2021-09-01 09:41:20,2041,425
2021-09-01 09:41:22,2041,459
2021-09-01 09:41:24,2041,488
2021-09-01 09:41:26,2041,515
2021-09-01 09:41:28,2041,544
2021-09-01 09:41:30,2041,574
2021-09-01 09:41:32,2041,609
2021-09-01 09:41:34,2041,639
2021-09-01 09:41:36,2041,669
2021-09-01 09:41:38,2041,699
2021-09-01 09:41:40,2041,729
2021-09-01 09:41:42,2041,763
2021-09-01 09:41:44,2041,799
2021-09-01 09:41:46,2041,823
2021-09-01 09:41:48,2041,859
2021-09-01 09:41:50,2041,884
2021-09-01 09:41:52,2041,917
2021-09-01 09:41:54,2041,945
2021-09-01 09:41:56,2041,976
2021-09-01 09:41:58,2041,1011
2021-09-01 09:42:00,2041,1045
2021-09-01 09:42:02,2041,1069
2021-09-01 09:42:04,2041,1148
2021-09-01 09:42:06,2041,1150
2021-09-01 09:42:08,2041,1258
2021-09-01 09:42:10,2041,1244
2021-09-01 09:42:12,2041,1263
2021-09-01 09:42:14,2041,1272
2021-09-01 09:42:16,2041,1337
2021-09-01 09:42:18,2041,1345
2021-09-01 09:42:20,2041,1346
2021-09-01 09:42:22,2041,7
2021-09-01 09:42:24,2041,35
2021-09-01 09:42:26,2041,19
2021-09-01 09:42:28,2041,51
2021-09-01 09:42:30,2041,81
2021-09-01 09:42:32,2041,110
2021-09-01 09:42:34,2041,141
